[-1441,-2228,8],1
-641,589,9,2
-1819,-1370,8,1
2471,1543,8,2
1350,-1711,12,2
-722,-1514,7,1
1320,429,11,2
-1659,-452,9,1
2215,-1443,8,1
-2000,725,9,2
-1263,-94,7,1
-1669,-1550,9,2
-1201,2608,9,2
1174,1042,11,2
-2063,1620,7,1
-2847,766,12,2
1858,986,10,2
-64,70,11,2
-2657,-415,7,1
1503,-1648,10,1
2468,1351,9,1
1488,652,12,2
1610,-511,8,1
-2057,836,7,1
-718,-2432,9,1
2282,-62,8,2
-216,1159,8,1
-1867,-1765,12,2
-1423,-416,12,1
57,-223,11,1
-1074,307,10,1
-119,-554,8,1
-236,105,9,1
1309,-2069,10,1
-2115,133,11,2
-2208,226,12,2
851,-2644,8,2
2756,-469,8,1
854,1251,12,2
1795,1492,10,2
-1306,441,9,1
-1466,2442,12,2
1672,609,12,2
-1792,1882,7,1
469,367,12,2
-2782,398,9,2
-970,-1846,9,1
-2420,1211,10,2
137,-1087,7,1
-245,-2765,11,2
-952,742,10,1
846,-829,7,1
339,-290,9,1
-110,-1030,12,2
880,1254,11,2
2206,766,12,2
-556,2234,7,1
2780,503,9,2
406,-2490,8,1
1848,1756,9,2
-765,570,12,2
1566,-959,11,1
-1982,839,9,1
-952,-2573,11,2
227,1848,10,1
-1737,-1598,11,2
-1966,2225,7,2
1297,1888,8,2
439,716,8,2
-1088,-833,10,1
1569,-5,10,1
-473,1074,11,2
35,-1221,7,1
-813,2749,8,1
-1889,183,12,2
2222,327,8,1
-1731,-2368,12,2
1127,-1186,9,1
-994,-1172,11,1
339,-290,7,1
1499,-1927,11,2
-912,66,9,1
-2580,-932,7,1
2777,123,12,2
-2009,1636,8,1
-1476,1088,12,2
2102,744,11,2
2205,803,7,1
1158,1988,11,2
-39,1167,11,1
-1195,679,8,1
-2847,766,9,2
745,-1028,11,1
1734,1156,11,2
677,2579,11,2
-2480,901,12,2
1519,-1937,12,2
966,804,7,1
777,2225,8,1
-1258,-1733,8,1
-2115,133,7,1
-2208,-60,9,1
-1263,-94,12,2
1002,-943,9,1
-1164,-2006,9,2
-548,2434,10,1
-1254,1144,12,2
1047,800,9,1
2215,-1443,9,1
2250,-1619,7,1
1959,524,11,2
-583,-226,12,2
-1734,-1061,10,1
-1066,-29,11,1
1349,-184,10,1
114,1362,8,1
-832,2334,10,2
2241,1815,8,2
-345,1002,8,2
1541,-1958,11,2
1781,1630,10,2
-1194,237,7,2
999,-1203,9,1
1241,170,9,2
-166,1250,9,1
2341,-1754,12,2
1538,1688,10,1
2265,511,8,1
1935,-1522,11,2
551,-33,11,2
-664,465,8,1
385,-2556,10,1
1425,433,9,2
-114,1472,9,1
-2249,1345,10,2
2763,-522,8,2
892,2007,8,2
1076,1777,8,2
-1194,237,12,2
2756,-469,9,2
-2564,247,12,2
690,-2153,8,2
-1889,782,10,2
-1185,312,9,1
-2057,836,12,2
1154,-467,9,1
59,588,9,1
872,-1010,7,1
-470,-1524,12,2
-582,-2821,9,2
842,-1411,8,1
2791,-684,10,1
-1319,-2438,7,2
923,290,7,1
680,1205,8,1
-547,-2763,11,2
-2107,702,7,2
1623,2431,9,2
1858,986,9,2
2611,326,9,2
-1124,-2738,9,2
790,1754,8,1
2669,1075,8,2
1488,652,7,1
2264,1560,10,2
-114,-1206,9,2
1049,-338,9,1
-2683,855,12,2
2293,-1587,11,2
2907,-439,12,2
166,-673,9,2
-1908,806,11,2
-661,2685,7,1
329,978,8,1
2342,1428,11,2
1244,-1747,11,2
-1129,389,10,2
685,38,12,1
680,1205,7,1
-752,-1975,10,2
-810,-2763,12,2
1156,-2393,7,1
-1115,1973,9,1
-1571,-2100,12,2
2473,104,9,1
-511,-650,8,1
-2657,-415,8,2
-2535,1160,7,1
1677,1720,8,1
-682,-2177,10,2
-464,1578,10,1
2379,950,11,2
137,-1087,10,2
-110,-2602,12,2
-1967,-748,8,1
-1384,-1579,7,1
303,-3,11,2
2140,-1690,9,1
-2092,-680,10,1
-114,-1206,10,2
-809,683,11,2
1488,652,10,2
-664,465,12,2
1158,1539,8,2
-1669,-1550,9,1
2700,1243,8,2
-1284,2490,10,2
-740,-1446,10,2
921,608,8,2
745,-1028,8,1
1274,2328,8,2
-1792,1882,11,2
-1004,741,11,2
-909,2462,10,2
-2554,1533,11,2
-2177,634,11,2
852,-2842,12,2
-300,-2226,9,1
-636,597,11,2
-328,296,10,1
-855,-1677,7,1
-856,-868,9,1
878,-925,7,1
-192,-1333,8,1
-362,1983,11,1
-1069,163,7,1
-1857,-2161,12,2
-464,1578,7,1
412,2063,12,2
-1442,1393,11,2
2511,-458,7,1
-583,-226,9,1
1566,-959,7,1
-1044,1684,7,1
-1195,679,12,2
492,2620,7,1
-2237,-1160,7,1
-224,715,11,2
-124,2958,12,2
-2404,730,7,1
-975,2223,11,2
528,-1808,10,1
-709,2105,8,1
-509,-1652,7,1
-2400,1404,9,1
2835,633,7,2
-1238,81,12,2
113,-723,7,2
-1873,1337,8,1
-1593,2063,12,2
-2178,606,7,2
-66,-1051,7,2
-2235,-1076,12,2
59,588,12,2
-424,-933,9,2
-636,-2398,7,2
821,-1997,7,1
-2363,-436,10,1
-2400,1404,8,2
54,-683,9,2
-577,-2172,11,2
978,-2763,9,2
-1736,-2388,9,2
2201,-1599,10,1
-2436,1144,12,2
14,579,12,2
173,348,9,2
-661,2685,9,2
1457,1156,8,1
-464,1578,12,2
-1000,1351,12,2
1239,698,9,1
-2354,527,8,1
-24,1203,7,1
-2746,-975,10,2
2757,717,9,2
-411,-1764,7,1
2743,-525,8,1
-1254,1144,7,1
684,1683,11,1
-411,-1764,9,1
1238,-178,9,1
35,-1221,11,2
-1531,-524,12,1
677,2579,10,1
-385,-171,10,1
-2371,1701,9,2
-2410,252,7,2
1522,-599,12,1
1723,-1443,10,1
-909,2462,11,2
745,-410,7,1
372,2682,12,2
-1652,104,12,2
2764,-1115,9,2
-564,715,10,2
2120,-520,7,1
1677,1720,9,2
743,-2875,12,2
-781,-489,8,2
-763,-1235,8,2
1969,466,11,2
509,1780,7,1
-644,2550,7,2
-848,1788,10,2
-2018,1666,10,2
770,-136,11,1
-1949,1516,7,2
-2030,1571,8,2
1127,-1186,9,1
-753,-2628,7,1
124,1685,12,1
232,-2886,10,2
1410,2626,12,2
1271,-530,10,1
266,407,8,1
-2009,1636,11,2
-440,496,11,2
2041,425,10,2
-1731,-2368,10,2
1505,1441,10,2
589,-2715,12,2
-802,-360,9,1
-710,1883,7,1
-1066,-29,12,2
-676,1222,12,2
2730,-901,12,2
-499,1658,9,1
754,2088,12,2
1204,1863,8,1
1418,1344,10,1
-1386,-17,12,2
2468,1351,7,2
1165,-36,7,1
-531,-1270,7,1
-1007,569,11,2
-533,-2002,9,1
-666,-1708,11,2
1823,-348,12,1
-1025,2382,11,2
824,1085,8,1
544,1119,9,1
-714,-124,8,1
2447,105,10,1
-114,1472,12,1
1803,-1231,8,1
-2027,-1946,11,2
1089,241,11,2
1371,113,8,1
1441,-2501,11,2
689,1504,9,1
2120,1831,11,2
-548,2434,11,2
-716,692,7,1
-1011,-2166,7,2
2758,719,11,2
-500,-1136,11,1
1364,509,10,1
-1194,237,9,1
-570,-1217,12,2
-1412,-138,12,2
343,-709,9,2
464,2906,7,1
-1507,-1896,10,1
-809,683,9,1
2342,1428,12,2
745,-1028,9,1
1819,1537,7,2
2404,893,10,1
2252,936,7,2
749,-2698,8,1
2282,-62,12,2
-1949,1516,7,1
-1306,441,8,1
601,404,11,2
-650,870,9,2
-38,1729,10,1
-1065,-2158,7,1
-2654,573,9,2
2332,1516,8,1
-2400,1404,9,2
136,1646,11,1
-183,1945,11,2
-666,677,9,2
-1246,-201,8,1
-1074,307,10,1
-1215,809,9,2
-353,2138,12,1
2202,1512,7,2
-1966,1114,12,2
1058,-639,11,1
-173,521,9,1
1540,-1303,9,1
-607,2713,8,1
2587,-956,8,2
-1737,-1671,12,2
1602,-1406,10,2
9,1253,9,1
-424,-933,8,1
786,108,8,2
1469,-628,10,1
266,407,10,2
-1032,2657,11,2
1409,1473,9,2
-1924,-2262,8,1
675,-1852,12,2
1306,365,9,2
403,-1562,7,1
-1074,307,9,2
-1007,569,11,2
2304,-205,12,2
978,1973,10,2
-1041,-465,9,1
674,2040,11,2
190,1784,10,1
-259,-2461,11,2
-1714,-1036,11,1
162,2436,8,2
1997,-1187,12,2
-440,2448,7,2
2419,35,9,2
-2465,282,9,2
1023,-1361,11,1
-1061,1047,9,2
1320,429,9,2
9,1253,10,1
-718,-2432,7,1
2719,462,8,1
-781,-489,12,2
1424,-2340,9,2
-1356,-1918,10,1
-1793,583,12,2
2293,-1587,9,2
2779,842,12,2
-1792,1882,9,2
2606,-646,11,1
-526,-1369,12,2
-1279,521,9,1
1821,512,7,1
-277,1521,11,1
173,348,7,2
-666,677,12,2
-2178,606,12,2
2265,511,7,2
1282,-409,9,1
-2579,-644,9,2
-1084,1374,9,1
173,348,7,1
-914,-2637,8,1
-752,-1975,9,2
1346,1177,11,2
-2664,-156,11,2
-1067,2285,11,2
2586,-382,12,2
358,2363,8,1
2215,-1443,10,2
-2363,-436,12,2
885,-2451,8,1
-1641,-481,11,1
1238,-178,10,1
1824,280,7,1
-547,-2763,7,2
31,-448,12,2
646,-2281,10,2
2796,586,9,1
2033,1370,7,1
-1185,312,9,1
-1354,-1863,10,1
-2541,-597,11,2
-2332,71,7,1
-1929,2219,7,2
2089,-1752,10,1
-2299,-1023,7,2
-2238,-590,7,1
1723,-1443,7,1
490,-1635,12,1
-2420,1211,9,2
2172,-520,11,2
35,1218,11,1
539,-360,9,1
1441,-2501,10,2
531,-98,11,2
-268,-1005,11,2
-132,1556,7,1
2287,-1791,10,2
1058,-639,10,1
-1962,448,7,1
999,-1203,10,2
-2115,133,11,2
622,2534,10,1
-1732,-1445,8,1
-807,-2458,10,2
685,38,7,1
-135,-459,8,1
-2345,-314,12,1
1918,-441,7,1
2417,-1134,8,1
2265,511,7,1
-169,2968,8,1
-300,2488,10,2
403,-1562,8,1
-219,-1185,9,2
905,1119,10,2
1715,-1408,9,2
-1106,137,10,1
276,602,9,2
-2288,1837,12,2
-1659,-452,9,1
2072,-255,9,2
261,2873,10,2
-2683,855,12,2
-394,874,8,2
-1466,2442,9,2
-1163,-2114,9,2
9,1460,10,1
133,2076,11,1
1726,2156,11,2
-245,-2765,7,1
-272,-1623,11,2
-547,-2763,11,2
714,2207,10,2
1668,1999,10,2
-2152,-1900,10,1
-447,268,8,1
2711,-530,9,1
-526,-1369,9,1
-771,629,9,2
1023,-1361,10,2
-424,-933,11,2
1672,609,10,2
-1245,1417,7,2
-114,1472,7,1
-227,2265,10,1
1945,-949,12,2
-2622,-995,9,1
-834,-2645,11,2
-352,-2051,10,2
2606,-646,10,2
999,-1203,10,1
100,-2355,9,2
2650,636,7,2
-824,-1835,10,2
-367,1956,8,1
1282,1995,12,2
2756,-469,10,2
-750,1844,7,1
-1982,839,10,2
671,-2859,10,2
-1011,-2166,7,1
1601,-2036,10,2
1023,-1361,12,1
-1727,-1237,11,2
1174,1042,11,2
-1561,-1942,9,1
-644,2550,8,1
492,2620,9,1
-1004,741,11,2
173,348,8,1
1076,1777,11,2
2258,-526,7,1
-1265,1417,7,1
999,-1203,7,1
-1412,-138,11,2
467,-2090,7,2
-912,66,11,2
-2208,226,12,2
288,1096,8,1
1864,849,10,2
730,-364,11,1
1409,1473,10,2
-1356,-1918,7,1
-1876,-907,12,2
-829,1322,7,2
1346,1177,8,1
1881,834,10,2
2282,-62,12,2
372,2487,7,2
-1115,1820,10,2
-1792,1882,12,2
-60,1708,12,1
439,2234,9,1
2574,458,11,2
-802,-360,8,1
-1067,2285,11,2
-2107,702,8,2
1271,-530,8,1
520,-1956,10,1
-954,-2383,11,2
-999,27,12,2
-1027,1647,12,2
1139,1931,9,1
-692,1954,11,2
900,2291,11,2
-718,1703,10,1
2062,-1927,7,1
-1243,2012,7,2
-636,-2398,10,2
-1988,725,9,1
-629,-313,11,2
2250,-214,9,1
632,642,8,1
1848,1756,10,2
-1163,-2114,12,2
2732,297,8,2
966,-735,8,1
255,1565,12,1
469,367,10,2
921,608,10,2
2341,-1754,9,1
1271,-530,7,1
-1734,-1061,11,1
-968,-815,12,1
2254,1724,9,1
-1531,-524,8,1
-1827,1639,11,2
-1284,2490,8,1
-1004,741,12,2
-2434,1363,8,1
716,1141,7,1
2764,-1115,10,1
273,-1002,12,2
1069,-656,11,1
-636,-2398,12,2
-310,-1954,7,1
9,1253,9,1
782,-692,9,1
276,602,12,2
892,2007,10,2
-166,1250,12,2
274,2566,8,1
-692,1954,10,2
-1955,2097,7,2
-2897,441,9,2
1197,-2068,8,2
-492,2439,10,2
1599,-313,12,1
-110,-1030,8,1
-1160,-1369,7,1
626,-565,9,1
-1178,-1366,10,1
406,-2490,10,2
365,-2643,9,2
-614,516,8,1
1094,1888,8,2
672,-35,8,1
-2006,739,10,1
-665,-2313,7,1
-499,1658,9,1
2606,-646,9,2
-291,-118,11,2
1425,-947,7,1
-952,-2573,10,1
1057,-2697,10,2
-2643,365,12,2
2471,1543,12,2
685,38,7,1
2339,-1458,8,1
-1801,-904,9,1
2305,-1780,10,2
-1431,-1228,11,1
-577,-2172,11,2
1408,960,10,2
-719,789,11,2
-763,-1235,9,2
872,-1010,11,1
32,-90,8,1
1488,652,7,1
1881,834,9,2
852,-2842,7,2
-838,1140,10,1
-2830,-340,9,2
11,-2059,9,1
1795,570,11,2
-500,-1136,12,2
-2642,-1366,9,2
1649,1884,11,2
2669,1075,7,2
467,-2090,7,2
-564,715,8,1
-1298,2124,8,2
1612,-2181,7,1
671,-2859,10,1
2424,210,11,1
-132,1556,12,1
311,1215,8,2
1054,1894,8,2
2318,344,8,1
-816,-2324,8,1
1934,-1748,7,1
-119,-554,9,1
520,-1956,12,2
255,1565,10,1
1524,342,7,1
-224,715,10,1
164,1130,12,1
743,-2875,7,2
-640,-1054,8,1
-120,-2152,7,1
921,608,9,2
-27,-481,8,1
1112,63,9,1
-1007,569,12,2
-112,2036,8,1
-2743,-294,12,2
-665,-2313,12,2
777,2225,9,2
1408,960,12,2
-577,-2172,7,1
-832,2334,9,2
1881,834,7,1
-674,-2354,11,2
876,1534,8,1
-2344,-1478,7,1
1945,-949,7,1
-829,1322,8,1
896,1107,7,1
1624,2267,8,2
2384,283,12,2
-856,-868,9,2
-1683,-299,9,2
1226,-1979,8,1
-1537,1158,7,1
128,1119,8,1
2543,1467,10,2
602,-2441,9,2
1697,313,10,1
-2386,-1718,9,2
-2897,441,9,2
-716,692,8,1
2264,1560,12,2
-367,1956,7,1
-470,611,11,2
2756,-469,11,2
1135,495,9,1
-548,2434,7,1
-825,242,7,1
-110,-1030,12,2
1238,-178,9,1
1461,-1159,12,1
2548,-1575,12,2
-1137,-44,11,2
-386,-1020,12,2
-1445,-1695,11,2
-119,-554,11,2
-1041,-751,7,1
2422,473,7,2
-1208,-1560,7,2
2777,123,11,2
1716,516,9,1
1935,1170,8,2
1288,-46,8,1
-714,-124,10,2
194,432,11,2
-1801,-904,11,1
-2480,901,7,2
1028,-2394,9,2
-1727,-769,10,1
824,1085,10,1
809,619,8,1
1425,433,8,2
1011,-1783,12,2
-718,1703,11,2
1197,-2068,7,1
-309,2524,11,2
2258,-526,8,1
-431,-2532,11,2
40,1542,12,1
-912,66,8,1
523,699,12,2
-999,27,9,1
1883,2066,8,2
-1731,-2368,9,1
-884,-212,10,1
-2102,-1748,10,2
-132,1556,10,1
1618,1747,10,2
-1857,-980,7,1
-547,-2763,10,2
-110,-2602,12,2
329,978,8,1
2468,1351,9,2
-227,2105,12,1
-718,-2432,10,2
-183,1945,7,1
1710,-1019,10,1
2196,469,11,2
-209,-1490,11,1
2956,477,7,1
-968,-815,9,1
-615,-2733,10,2
-1148,515,9,1
152,126,7,1
1282,-409,8,1
-716,692,10,1
2471,1543,10,2
1935,1170,8,2
1612,-2181,9,1
-2006,739,8,1
1098,1577,9,1
375,1636,7,1
2230,43,12,2
133,2076,8,1
567,-1558,10,1
-403,2262,11,1
-2393,686,8,1
-2796,-747,12,2
2207,169,12,2
1734,1156,9,2
1803,-1231,9,1
855,-660,8,1
-1512,-2589,12,2
-2344,-1478,9,2
2845,-272,10,1
-1195,679,9,2
47,636,9,1
-183,1945,10,1
1598,1415,10,2
1057,-2697,7,2
-2534,20,10,1
262,1448,7,1
2371,-281,8,1
-440,496,8,1
-1046,-1966,8,2
1410,2626,8,2
2896,-540,8,2
1788,121,9,1
-1687,-766,9,1
1409,1473,11,1
1766,-277,8,1
-12,-1668,11,2
1892,86,10,2
2614,1312,8,2
1002,1548,8,1
967,-173,10,1
-2057,836,7,1
2845,-660,11,2
603,-2366,7,2
-734,-2639,12,2
-243,-2163,12,2
-763,-1235,7,1
-526,-1369,11,2
274,2566,12,2
920,2175,8,1
-828,-1915,10,1
-771,629,9,2
-460,1222,9,1
-2152,-1900,8,1
1158,1539,10,2
-1944,1874,7,2
-934,-2330,9,2
-2867,-75,12,2
2667,-1007,9,1
1464,436,12,2
-403,2262,10,1
752,2270,9,1
1966,1189,10,2
2480,976,8,2
467,-2090,8,1
821,-1997,7,1
1821,512,12,2
1649,1884,11,2
-2474,398,7,1
1477,-1706,11,2
-1145,-1874,8,1
-1259,2369,8,2
-1593,2063,8,2
-1988,725,10,2
-1064,-1638,9,1
-1195,679,12,2
-2971,-268,10,2
2744,-737,7,1
1505,1441,11,2
-1243,2012,9,2
1994,-2188,10,1
-69,-1280,11,2
-2115,133,12,1
-869,105,11,2
-1531,-524,10,1
-1246,-201,11,2
-649,-2372,10,2
2833,-337,8,2
2287,-543,8,1
-103,1586,12,1
603,-2366,11,2
-170,1813,11,1
-104,2450,10,2
-1962,448,9,1
-1828,-1098,7,1
2224,-1574,11,2
-1731,-2368,10,2
1668,1999,7,1
-291,-118,10,2
966,804,11,2
-2400,1404,9,2
2896,-540,12,2
2470,-154,10,2
-1969,1625,7,1
892,2007,10,2
-403,2262,8,1
-1949,1516,10,2
-309,2524,10,2
876,1534,11,2
1848,1756,11,2
686,-877,9,1
-424,-933,11,2
2756,-469,11,2
-533,-2002,10,2
1674,412,8,1
2898,329,7,2
1953,-1867,7,1
-2474,398,10,2
-2654,573,11,2
-809,683,7,1
-535,326,11,2
266,407,12,2
1892,86,8,1
-644,2550,11,2
434,2385,12,2
2719,462,12,2
-1792,2374,9,1
409,1966,7,1
-291,-118,7,2
-861,-1538,7,1
-2658,-475,11,2
35,-1221,11,2
-492,2439,10,1
638,2001,11,2
632,642,8,1
116,690,11,2
-789,2242,9,1
2492,468,12,2
-582,-2821,11,2
2764,-1115,7,1
1600,1601,12,2
-984,1742,7,1
-1577,1521,11,2
-765,570,7,1
-2288,1837,7,2
2641,-509,8,1
913,-2066,12,2
686,-877,10,1
-141,-2437,11,2
-864,-1327,7,1
966,804,12,2
-1793,583,10,2
-641,589,10,1
-2504,261,9,2
1165,-36,9,1
-447,268,8,1
2041,425,9,2
2384,283,9,2
2441,-296,11,1
-2063,1620,9,2
-1970,-1949,11,1
-245,-2765,8,1
-2000,725,9,2
-1209,-1095,12,1
63,-1677,9,2
2587,-956,10,1
475,2655,11,1
-424,-933,10,1
2264,1560,10,2
2205,803,9,2
255,1565,10,1
1677,1720,12,2
2669,1075,11,1
162,2436,7,2
-2363,-436,8,1
1021,-2160,8,1
-664,465,9,1
-1827,1639,9,2
-1903,-834,12,1
-1011,-2166,7,1
2250,-214,12,2
841,622,10,2
2293,-1587,8,1
-1263,-94,10,1
690,-2153,12,2
266,407,10,2
2341,-1754,10,2
-2630,281,9,1
-2115,1740,10,2
1795,1492,10,2
1306,365,9,1
-2785,-44,7,1
846,-829,10,1
695,-137,10,2
978,-2763,7,1
-1125,-2448,12,2
-1194,237,12,2
120,1893,10,1
-556,2234,11,1
-649,-2372,12,2
57,-223,7,1
1350,-1711,12,2
716,1141,12,2
2780,503,10,2
-490,652,9,1
-37,2100,8,1
-2845,-904,8,2
-967,-1692,7,1
-2446,1309,11,2
-1067,2285,8,2
-692,1954,8,2
-2462,-467,8,2
-12,2999,10,1
1297,1888,12,2
439,716,8,1
-1065,-2158,9,2
-934,-2330,11,2
885,-2451,12,2
1468,-594,11,1
54,-683,9,2
-124,2958,9,2
-1962,448,12,2
2222,327,7,2
892,2007,7,1
2720,970,9,2
-1867,-1765,12,2
-1857,-2161,7,2
-1423,-416,11,1
-1088,-833,7,1
2756,-469,10,1
2254,1724,11,2
1734,1156,12,2
880,1254,9,2
1569,-5,12,2
-119,-554,9,1
-1996,-1889,10,1
1726,2156,8,2
285,-2520,9,2
-1792,1882,11,2
-1329,-214,8,1
745,-1028,12,2
-114,1472,9,1
1076,1777,10,1
-1769,-270,12,2
621,-2578,12,2
-309,2524,8,2
-36,-2279,9,2
-737,399,7,2
-64,70,12,2
406,-2490,7,1
-458,782,8,1
2255,1173,9,2
-440,2448,9,1
-473,1074,12,2
1461,-1159,11,1
2758,719,7,2
-994,-1172,8,1
1002,-943,9,1
-1195,679,8,2
1079,2137,10,2
2206,766,12,2
-1164,-2006,8,2
-2208,-60,12,2
1127,-1186,8,1
-427,-1045,10,1
-2386,-1718,9,1
1047,800,8,1
680,1205,7,1
-2288,1837,9,1
2201,-1599,11,1
2241,1815,7,1
-345,1002,12,2
-39,1167,10,1
602,-2441,12,2
-1080,-775,12,1
1241,170,7,2
142,-1439,12,2
1349,-184,7,1
-4,-2261,8,1
-2580,-932,11,2
194,432,9,2
-243,-2163,9,2
1781,1630,9,2
-1386,-17,11,2
-192,-1333,8,1
2756,-469,12,2
1892,86,9,2
-531,-1270,10,1
1538,1688,12,2
2763,-522,9,2
-249,-381,12,2
58,-923,7,1
-500,-1136,11,1
589,1450,12,2
24,1771,7,1
824,1085,10,1
19,2511,12,2
-2867,-75,7,2
385,-2556,8,1
-474,-2628,9,1
-1966,1114,12,2
1541,-1958,9,1
469,367,10,2
2606,-646,10,2
842,-1411,10,2
-328,296,7,1
1519,-1937,8,1
2363,-361,11,1
-1889,782,11,2
1079,2137,11,2
-132,1556,8,1
-729,1270,12,2
-66,-1051,12,2
1672,609,7,1
1623,2431,11,2
2611,326,12,2
-1124,-2738,7,2
133,2076,12,2
1935,-1522,10,1
1726,2156,11,2
790,1754,7,2
1672,609,12,2
1049,-338,12,1
-1272,1646,10,1
1081,1216,9,1
-259,-2461,10,2
-1160,-2476,12,2
-1051,-719,8,1
475,2655,11,2
1156,-2393,7,2
-2394,703,7,2
-548,2434,9,1
-2535,1160,10,2
-1523,-762,8,1
2207,169,7,1
-511,-650,12,2
-1279,521,11,2
745,-1028,10,1
2161,1987,7,2
-1115,1973,7,1
35,-1221,11,2
630,1508,12,1
-1129,389,11,2
-1549,2144,10,1
-1125,-2448,11,2
13,2556,8,1
-1967,-748,9,1
1057,-2697,10,2
855,-660,7,1
1935,1170,8,2
943,-1249,8,1
329,978,9,1
2743,-525,8,2
162,2436,11,1
-623,146,11,2
137,-1087,10,2
2120,-520,10,1
602,-2441,9,1
-2092,-680,11,2
-1201,2608,8,1
-1333,-813,8,1
-1793,583,7,2
365,-2643,12,2
1274,2328,7,1
1552,2422,10,2
-1160,-1369,8,1
-2782,398,8,2
-2053,155,10,2
274,2566,10,2
923,290,12,2
-1908,806,10,2
6,260,7,2
-1085,862,7,2
1418,-2574,7,2
2379,950,8,1
-124,2958,8,1
-952,742,7,1
1601,-2036,11,2
-855,-1677,12,2
2732,297,11,2
-952,-2573,9,1
-300,-2226,7,1
2339,-1458,12,2
878,-925,8,1
2033,1370,9,1
303,-3,10,1
-1272,1646,10,2
2511,-458,8,2
2907,-439,7,2
686,-877,8,2
133,2076,10,1
-1908,806,10,2
-2540,-117,11,2
-1044,1684,7,1
-718,1703,12,2
-810,-2763,11,2
-309,2524,12,2
2463,345,12,2
-2237,-1160,10,1
1677,1720,11,2
1174,1042,8,1
-2115,1740,10,2
-1080,-775,9,1
-2554,1533,7,2
1204,1863,10,1
-509,-1652,10,2
-507,1035,11,2
2758,719,8,1
1883,2066,12,2
-1000,1351,7,1
-367,1956,11,2
-2375,1181,11,2
1313,-2691,12,2
-474,-2628,12,2
274,2566,11,2
-761,403,9,1
-362,1983,12,1
528,-1808,9,1
1715,-1408,10,1
-995,-1662,7,1
-1442,1393,7,2
2806,572,7,1
1271,-530,11,1
1348,1110,8,1
-1736,-2388,11,2
-2436,1144,7,1
1158,1539,12,1
19,2511,7,1
-1263,2256,9,2
128,1119,11,1
-500,-1136,9,1
749,-2698,11,2
2304,-205,12,2
621,-2578,8,1
-1329,-214,12,1
1239,698,7,1
-975,2223,9,1
-2420,1211,7,2
2062,-1927,7,1
2757,717,8,1
1408,960,7,1
1197,-2068,10,2
-1041,-465,9,1
2911,-343,11,2
-895,947,7,1
-114,-1206,12,2
1081,1216,10,1
-2371,1701,12,2
-547,-2763,11,2
2250,-1619,10,1
-1593,2063,9,1
63,-1677,8,1
395,2159,7,1
-1511,994,7,1
2120,-520,7,1
-1714,-1036,9,1
1410,2626,7,1
-1996,-1889,11,1
475,2655,8,1
2404,893,12,2
-753,-2628,10,2
-1652,104,8,1
-2030,1571,11,2
-548,2434,9,1
725,-2279,11,2
482,-2060,9,2
1953,-1867,11,2
-761,403,8,1
-1608,-1566,10,1
0,-34,9,2
1197,-2068,9,2
-577,-2172,10,2
-848,1788,7,1
1819,1537,9,2
-2018,1666,8,2
-2447,-176,8,2
343,-709,8,1
-1466,2442,12,2
1505,1441,11,2
-268,-1005,12,2
2767,655,9,2
-406,2134,7,1
-150,345,12,2
690,-2153,8,1
-555,1808,11,1
671,-2859,7,1
-828,-1915,9,1
-2971,-268,12,2
2176,1221,12,2
-2643,365,11,2
920,2175,9,2
2791,-684,7,1
1969,466,11,2
469,367,8,1
-216,1159,9,2
2252,936,12,2
-2178,606,9,2
1135,495,10,2
770,-136,12,2
-1828,-1098,9,1
1418,1344,9,2
1566,-959,12,2
-1007,569,11,2
329,978,9,2
221,1140,7,1
544,1119,7,2
2587,-956,12,2
-447,268,10,1
24,1771,12,2
372,2682,9,2
485,1508,9,2
-1077,1403,7,1
1522,-599,12,1
1371,113,10,2
-1238,81,12,1
-2436,1144,7,2
1451,90,8,2
1461,-1159,10,1
2072,-255,11,2
2447,105,7,2
1074,527,8,2
-1815,-1936,11,2
-319,-1267,8,2
-1148,515,11,2
1028,-2394,7,1
-864,-1327,8,1
194,432,7,1
-2253,850,11,2
1054,1894,8,1
-2680,-971,10,2
520,-1956,11,2
-2241,112,10,2
-666,-1708,7,1
124,1685,12,1
-1238,1778,10,2
-1025,2382,11,2
464,2906,7,1
-2249,-1182,8,1
467,-2090,8,1
-4,-2261,12,2
589,-2715,11,2
1392,-288,7,1
-829,1322,11,2
-470,-1524,9,1
-729,1270,8,1
684,1683,10,2
-31,1532,10,1
1364,509,11,2
-2249,1345,10,2
-676,1222,11,2
1997,-1187,11,1
-2782,398,12,2
0,-34,9,1
475,2655,8,2
-665,-2313,8,2
-227,2265,10,2
-36,-2279,11,2
-2654,573,8,2
2756,-469,11,2
-229,2561,12,2
724,-323,9,1
-2375,1181,9,2
2332,1516,10,2
-2658,-475,11,2
-650,870,8,1
-2534,20,12,2
1392,-1978,9,2
-431,574,11,2
1848,1756,11,2
-2434,1363,10,2
2202,1512,7,1
-110,-1030,9,1
-2474,398,8,1
2038,1866,10,2
1282,-409,12,2
1058,-639,8,1
-1254,1144,10,2
1457,1156,11,1
-1648,828,8,2
-952,-2573,9,2
2287,-543,9,2
-1194,237,12,2
266,-1929,8,2
-2249,1345,10,2
1540,-1303,9,1
469,367,10,1
-367,1956,9,1
786,108,8,1
1309,-2069,12,2
1824,280,10,2
-2208,-60,9,1
841,622,7,1
-674,-2354,10,2
